Name,Comment,Time,Likes,Reply Count
Corina greavu I quit yt,"underlying factor that allowed for him to participate as a major shareholder in the March 1888 Coca-Cola Company incorporation filing made in his father's place.[21] Charley's exclusive control over the ""Coca-Cola"" name became a continual thorn in Asa Candler's side. Candler's oldest son, Charles Howard Candler, authored a book in 1950 published by Emory University. In this definitive biography about his father, Candler specifically states: "" on April 14, 1888, the young druggist Asa Griggs Candler purchased a one-third interest in the formula of an almost completely unknown proprietary elixir known as Coca-Cola.""[22] The deal was actually between John Pemberton's son Charley and Walker, Candler & Co. – with John Pemberton acting as cosigner for his son. For $50 down and $500 in 30 days, Walker, Candler & Co. obtained all of the one-third interest in the Coca-Cola Company that Charley held, all while Charley still held on to the name. After the April 14 deal, on April 17, 1888, one-half of the Walker/Dozier interest shares were acquired by Candler for an additional $750.[23]

Company
In 1892, Candler set out to incorporate a second company; ""The Coca-Cola Company"" (the current corporation). When Candler had the earliest records of the ""Coca-Cola Company"" destroyed in 1910, the action was claimed to have been made during a move to new corporation offices around this time.[24]

After Candler had gained a better foothold on Coca-Cola in April 1888, he nevertheless was forced to sell the beverage he produced with the recipe he had under the names ""Yum Yum"" and ""Koke"". This was while Charley Pemberton was selling the elixir, although a cruder mixture, under the name ""Coca-Cola"", all with his father's blessing. After both names failed to catch on for Candler, by the middle of 1888, the Atlanta pharmacist was quite anxious to establish a firmer legal claim to Coca-Cola, and hoped he could force his two competitors, Walker and Dozier, completely out of the business, as well.[23]

John Pemberton died suddenly on August 16, 1888. Asa Candler then decided to move swiftly forward to attain full control of the entire Coca-Cola operation.

Charley Pemberton, an alcoholic and opium addict, unnerved Asa Candler more than anyone else. Candler is said to have quickly maneuvered to purchase the exclusive rights to the name ""Coca-Cola"" from Pemberton's son Charley immediately after he learned of Dr. Pemberton's death. One of several stories states that Candler approached Charley's mother at John Pemberton's funeral and offered her $300 in cash for the title to the name. Charley Pemberton was found on June 23, 1894, unconscious, with a stick of opium by his side. Ten days later, Charley died at Atlanta's Grady Hospital at the age of 40.[25]

In Charles Howard Candler's 1950 book about his father, he stated: ""On August 30 [1888], he Asa Candler became the sole proprietor of Coca-Cola, a fact which was stated on letterheads, invoice blanks and advertising copy.""[26]

With this action on August 30, 1888, Candler's sole control became technically all true. Candler had negotiated with Margaret Dozier and her brother Woolfolk Walker a full payment amounting to $1,000, which all agreed Candler could pay off with a series of notes over a specified time span. By May 1, 1889, Candler was now claiming full ownership of the Coca-Cola beverage, with a total investment outlay by Candler for the drink enterprise over the years amounting to $2,300.[27]

In 1914, Margaret Dozier, as co-owner of the original Coca-Cola Company in 1888, came forward to claim that her signature on the 1888 Coca-Cola Company bill of sale had been forged. Subsequent analysis of other similar transfer documents had also indicated John Pemberton's signature had most likely been forged as well, which some accounts claim was precipitated by his son Charley.[20]

On September 12, 1919, Coca-Cola Co. was purchased by a group of investors for $25 million and reincorporated in Delaware. The company publicly offered 500,000 shares of the company for $40 a share.[28][29]

In 1986, The Coca-Cola Company merged with two of their bottling operators (owned by JTL Corporation and BCI Holding Corporation) to form Coca-Cola Enterprises Inc. (CCE).[30]

In December 1991, Coca-Cola Enterprises merged with the Johnston Coca-Cola Bottling Group, Inc.[30]

Origins of bottling",2021-07-08T18:47:54Z,0,
travis clark,"Everyone in this comment section: ""I only drink 2.67 drops of soda every millenia anyway""",2021-07-08T08:52:23Z,2,0
BUDGET TECH BRO,Can’t afford no coke! I can get 2 RC 2-liters instead of one bottle of coke,2021-07-08T00:24:09Z,0,0
c v,"cöz maize pespee ? 
ps blÖD is zäeh liqwitt vv (milk ^ ^nD 




apart fröm unö -.- 
ök 3 & 4 ^ ^",2021-07-07T17:51:07Z,0,0
Edward Duda,"Whenever I think about Coke, I think about their controversial employee training",2021-07-07T17:40:40Z,0,1
OmG REEE,"There was some video about this and the social media got heat up about it, but I guess you dont go and confirm if it was true or not. 
Here is the company statement if you have the time to read it; https://www.coca-colacompany.com/media-center/diversity-equity-inclusion-training",2021-07-07T23:11:20Z,0,
Gene Kwak,"The ad cone algorithmically heap because playroom formerly admire excluding a broken waterfall. spooky, numberless digital",2021-07-07T09:07:29Z,0,0
allen tey,"Meh, pepsi still superior.",2021-07-07T05:12:05Z,0,0
Voice Of Reason,"As we celebrated the 4th of July, I was especially sad for all those Coke employees who have a CEO that thinks that many of them are guilty of a crime - just because of their skin color. How unpatriotic is that!  I used to be a huge Coke fan, but like many, I don't purchase Coke products any longer.",2021-07-07T04:43:09Z,0,2
Voice Of Reason,"@OmG REEE Among other things, I speak of the ""Be Less White"" training that Coke's CEO was forcing only White employees to take....",2021-07-26T22:22:58Z,0,
OmG REEE,"Hello, Voice Of Reason. Please share what you mean by this and provide source of this comment?",2021-07-07T23:23:26Z,0,
Garnette Coste,"The kaput algebra markedly stop because chain lally consider given a racial caravan. glossy, smoggy tiger",2021-07-07T02:07:12Z,0,0
earlsarcades,Whose this? Like the wind?,2021-07-06T14:21:04Z,0,0
earlsarcades,Whose this,2021-07-06T14:20:46Z,0,0
Alexis Matos López,"Delicious..! Attractive..! Refreshing..! 
Coca Cola..!",2021-07-06T01:09:46Z,1,0
Alexis Matos López,Delicious..! Attractive..!,2021-07-06T01:08:41Z,0,0
Quinton Doll,After watching this video I am convinced that coke is important...,2021-07-05T17:52:16Z,0,0
Der Speer,"Coke...here's millions of dollar to run a news piece on our company....
CBNC...we'll take it....
Many of us...we see through the BS",2021-07-05T17:38:15Z,0,0
Michael Baker,Fast forward to now and Coke has GONE WOKE! Now GO BROKE!,2021-07-04T18:26:35Z,1,2
Michael Baker,@OmG REEE Stocks don't crash first. Business declines first. See K Mart and Sears.,2021-07-07T23:40:06Z,0,
OmG REEE,LoL yet their business and stock is still kicking strong here.,2021-07-07T23:24:19Z,0,
Ike Ikie,Coke ZeRo aLL the WaY..........................! Fkin eHHH,2021-07-04T17:21:24Z,0,0
Terry Armbruster,Bring back the 5.5 oz old school bottle! Not the crappy plastic ones now but the classic green glass bottle. They got rid of them by time I was 10 in 1974. They were perfect size for kids but also mix.,2021-07-04T10:23:13Z,0,0
John Merrifield,People are trying to blame coke for bad health and it's the same schism that is involved with anything that has contributed to what has helped America grow. Coke should be considered a medication is what the problem is. Without it road crews and other construction workers would not be able to operate in the hot summers without it. On the other hand it isn't necessary so much for a casual drink. A recreational drink yes but a casual drink no. To make into politics is wrong just to create a conversation that offers a political science for a uneducated lawsuit.,2021-07-04T02:44:35Z,0,0
Trevor Lahey,"Less sugar, no high fructose corn syrup, and more caffeine. I would drink nothing but coke",2021-07-03T05:09:06Z,0,0
kevintague,RC,2021-07-02T23:38:00Z,0,0
kevintague,Mr pibb,2021-07-02T23:37:48Z,0,0
Marinus Antonius,I am too white for Woca Cola.,2021-07-02T12:53:03Z,0,1
OmG REEE,You are now? Well I guess you also believe everything what social media tells you right?,2021-07-07T23:25:21Z,0,
Edward Canossa,"Carbonated sugar water executives, who didn’t invent or improve their beverage formula, get paid millions a year in salary and are awarded large stock options?.... Lol. Pay me.",2021-07-01T18:12:04Z,0,0
Salix Babli,"My neighbour had drunk Fanta once, and what do you think, the next day I saw him throwing Roman salutes and crying Geil Gitler, true story",2021-07-01T16:09:15Z,0,0
Salix Babli,"F 'a' NTa
Fascists and Nationalists -Terrorists",2021-07-01T16:06:49Z,0,0
sugma,Ronaldo doesn't think so,2021-07-01T03:42:58Z,1,0
Charlie Hicks,Coke don't want no white people drinking them drinks.,2021-07-01T01:36:11Z,0,1
OmG REEE,They do?? Where did you hear that from? Well I guess you also believe everything what social media tells you right?,2021-07-07T23:27:01Z,0,
Andres Perico,Coca leaves are not cocaine.,2021-06-30T18:04:14Z,0,0
Ryan Bianchi,Dominates is a strong term considering Pepsi has twice the revenue as Coke,2021-06-30T16:33:41Z,0,0
OG Reggie B,"SPACE AGE TRADER'S ALERT 📢 WEBULL, YOUTUBE FOLLOWERS AND FELLOW AMERICANS.

SPCE,  SPCE,  SPCE stock,

IS NOW UNDER  MY CONTROL, ALONG WITH AAPL, TSLA & COIN, UNTIL IT GETS BACK TO $55 where I got in at on Monday.

PROFESSIONALS, NOVICE AND GURU TRADERS CONSIDER YOURSELF WARRENED.

Remember where you heard it first.

OG Reggie B. 
SPACE AGE TRADER'S TEAM LEADER .",2021-06-30T14:51:07Z,0,0
netuser1918,"What a question. 
Better brainwash makes it.",2021-06-30T11:32:38Z,0,0
Michelle Brown,in a few months or no time people we definitely be kicking themselves regret for missing the opportunity to buy or invest in cryptocurrency,2021-06-30T03:41:40Z,2,1
Angelina Joseph,"I'm making a whole lot of profit off trading stock. at the same time, I'd like to invest in forex and Bitcoin as i heard it's really happening now.",2021-06-30T03:44:15Z,0,
T Sherman,F Coca-Cola,2021-06-30T02:51:19Z,0,0
Ze Bunker,Cub reporter news fluff story and practice video for junior video editor. Probably just an ad for coke.,2021-06-30T01:09:10Z,0,0
Lobotomized Americans,"Spoiler alert: Massive, massive propaganda/marketing and the already addictive nature of its health nightmares (basically loads of sugar + caffeine + carbonation). There, saved you 14 minutes.",2021-06-29T19:09:29Z,0,0
zayed khan,pls allow me to introduce cristiano ronaldo,2021-06-29T12:54:55Z,0,0
Ravi M,"Balgamdulillah,  Very nice.",2021-06-29T11:36:00Z,0,0
Ravi M,Well the Coca Cola Flavour is unique people who love it like me can tell the difference between Coca Cola and Pepsi or other cola blind folded.,2021-06-29T11:29:35Z,0,0
RandoM.5321,"I generally prefer Coca Cola products over Pepsi products. 

Coca Cola>Pepsi 
Sprite>7up",2021-06-29T09:31:45Z,0,0
Sam Sitar,the iRS should force Coke to pay the huge tax bill.,2021-06-29T06:44:44Z,0,0
SSP,"Instead of blaming meat industry, cold drinks companies should be shut down, they destroy much more environment by exploiting water resources and poisonous chemicals.",2021-06-29T06:30:54Z,3,1
Acrocent,1 lb of cattle takes 1200 gallons of water to produce 🤦‍♂️,2021-07-01T10:41:37Z,0,
Andres Gutierrez Jaramillo,I love  Coca-Cola  but  now I only drink  a glass a week.,2021-06-28T22:19:16Z,0,0
DARTHASHPIE,Coca cola tastes the best,2021-06-28T19:24:48Z,0,0
Spikes,The beverage and diabetes markets,2021-06-28T18:26:55Z,0,0
Collins Darcie,"The cumbersome turret selectively inform because brand locally squash down a abject brazil. crabby, flowery dogsled",2021-06-28T14:36:50Z,0,0
Amin Karimi,Interesting video but the narration is garbage. Sounds like he chugged 50 Redbulls before he recorded this.,2021-06-28T13:13:06Z,0,0
Maria Young,"The fluttering description externally nest because motorboat commercially saw about a wary condition. cloistered, quirky richard",2021-06-28T11:15:42Z,0,0
Order 66,I prefer Mexican coca-cola,2021-06-28T09:12:58Z,0,0
Peter Gunn,"After their political choices and their racist ways by telling white employees to be less white, I stopped buying their products.",2021-06-28T07:18:55Z,0,0
Jeff L,Sorry. Im to white for Coca Cola. Im good with that. Havnt had one in years.,2021-06-28T05:14:50Z,1,1
OmG REEE,You are now? Well I guess you also believe everything what social media tells you right? I have a offer where I can prove in a photo and proof of a statement that once you transfer me $500 I can double your money in your bank account within 24hr. You want in?,2021-07-07T23:31:18Z,0,
Miro,"Coka Cola= sugar ->fat, obesity , diabetes     https://youtu.be/dBnniua6-oM?t=710",2021-06-28T00:20:29Z,0,0
Alper,Ronaldo: Imma end this man's whole career,2021-06-27T11:36:39Z,1,0
Brian Farkas,They hate white people now.,2021-06-26T23:58:13Z,0,1
OmG REEE,They do??? Well I guess you also believe everything what social media tells you right? I have a offer where I can prove in a photo and proof of a statement that once you transfer me $500 I can double your money in your bank account within 24hr. You want in?,2021-07-07T23:31:58Z,0,
Brian Farkas,They hate whites of course.,2021-06-26T23:44:25Z,0,1
OmG REEE,They do??? Well I guess you also believe everything what social media tells you right? I have a offer where I can prove in a photo and proof of a statement that once you transfer me $500 I can double your money in your bank account within 24hr. You want in?,2021-07-07T23:31:58Z,0,
Der namenlose König,Pure toxic in a can.,2021-06-26T14:38:36Z,1,0
amory blaine,"The sudden computer thessaly guess because waitress prenatally claim anenst a  far-flung skin. well-to-do, well-made cotton",2021-06-26T13:39:18Z,0,0
Pritish Tardalkar,Coca Cola > Ronaldo,2021-06-26T11:47:21Z,0,0
Cody Pulley,Well we all know that you can take Coca-Cola and poured on battery acid and it will eat through the battery acid well the other day my friend told me that it works for unclogging a drain in your bathroom. Not to mention the high quantities of sugar will give you a fat stomach and a fat ass. Well who's to say what Coca-Cola does once it's mixed with stomach acids. Now I hear a rumor that they used to add cocaine to Coca-Cola. Probably not enough that you could tell you did some cocaine but the real reason that they quit adding cocaine to Coca-Cola wasn't because they outlawed it it was because the people that were making the Coca-Cola kept running out of product. LOL I mean they would order enough cocaine to make all the Coca-Cola's but somehow continuously fell short of product. I also hear that even though they quit adding the cocaine to the Coca-Cola they still keep it in inventory. Except for now they no longer order it out of Florida they get it out of Mexico. It used to be called boat Coke and now it's cold underground Coke. So I asked my friend do you get a pension working for Coca-Cola and he said yes but I traded mine for another line. All I know is I'm from Texas and the first time I ate at a Mexican restaurant and they said do you want a Mexican Coke and I said yes I'll take six of them and before I got out of the restaurant I ordered six more LMAO all joking aside I don't think the ingredients that are in Coca-Cola good bad or in different have hurt the Prophets. Well now that marijuana is legal almost everywhere why don't you put some good sativa in there. That way everybody be woke. New campaign slogan woke on coke,2021-06-26T11:12:59Z,0,0
